"IDRSSD"	RCFD1773	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCON1773	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG478	RCONG479	RCONG480	RCONG481	RCONG482	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG507	RCONG508	RCONG509	RCONG510	RCONG511	RCONG512	RCONG513	RCONG514	RCONG515	RCONG516	RCONG517	RCONG518	RCONG519	RCONG520	RCONG521	RCONG522	RCONG523	RCONG524	RCONG525	RCONG526	RCONG527	RCONG528	RCONG529	RCONG530	RCONG531	RCONG532	RCONG533	RCONG534	RCONG535	RCONG536	RCONG537	RCONG538	RCONG539	RCONG540	RCONG541	RCONG542	RCONG543	RCONG544	RCONG545	RCONG546	
17464																																																																																																																																																		142186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140723	0	0	0	0	0	142186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282909	0	0	142186	140723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110847	
17950																																																																																																																																																		105199																																																																																															
18050																																																																																																																																																		79945																																																																																															
18135																																																																																																																																																		48679																																																																																															
18377																																																																																																																																																		8707																																																																																															
18827																																																																																																																																																		65887																																																																																															
18836																																																																																																																																																		9018																																																																																															
18854																																																																																																																																																		9998																																																																																															
18957																																																																																																																																																		5066																																																																																															
19356																																																																																																																																																		29823																																																																																															
19730																																																																																																																																																		90469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90469	0	90469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19936																																																																																																																																																		25870																																																																																															
19972																																																																																																																																																		0		0																																																																																													
20053																																																																																																																																																		11420																																																																																															
20370																																																																																																																																																		9129																																																																																															
20512																																																																																																																																																		45023																																																																																															
20633																																																																																																																																																		32882																																																																																															
20857																																																																																																																																																		89664																																																																																															
20866																																																																																																																																																		14740																																																																																															
21256																																																																																																																																																		142																																																																																															
21359																																																																																																																																																		4814																																																																																															
21630																																																																																																																																																		38853																																																																																															
21658																																																																																																																																																		22943																																																																																															
22048																																																																																																																																																		42061																																																																																															
22356																																																																																																																																																		97565																																																																																															
22459																																																																																																																																																		15543																																																																																															
22543																																																																																																																																																		7506																																																																																															
22552																																																																																																																																																		5211																																																																																															
22730																																																																																																																																																		25914																																																																																															
22936																																																																																																																																																		6929																																																																																															
22954																																																																																																																																																		14427		0																																																																																													
23036																																																																																																																																																		85456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5138	80318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85456	0	5138	80318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23045																																																																																																																																																		22411																																																																																															
23241																																																																																																																																																		356693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6624	0	0	6624	0	0	355177	1516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	215	0	363532	0	0	362016	1516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6854	0	0	6854	0	0	0	0	0	0	6624	0	0	6624	0	0	
23456																																																																																																																																																		18324																																																																																															
23504																																																																																																																																																		298859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298859	0	0	298859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23540																																																																																																																																																		43261																																																																																															
23643																																																																																																																																																		38255																																																																																															
23755																																																																																																																																																		31151																																																																																															
23812																																																																																																																																																		53332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2793	0	0	63	0	5023	47740	569	0	0	0	0	0	103276	0	0	103276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159401	0	5023	151079	3299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	623	0	0	0	623	2107	0	0	0	2107	0	
